bridge_row_id,batch_id,pilot_selected,folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed,corpus_item_id,path_norm,ext,size_bytes,dedupe_key,duplicate_group_size,filename_match_count,duplicate_risk,corpus_class_preliminary,current_evidence_grade,current_verification_status,access_status,sample_status,verdict_status,review_status,ledger_block_id
BRIDGE-0220,backlog,False,Social Science Theories and Geography,ind29.pdf,"Mr. V. K. Krishna Menon's Marathon Speech on Kashmir at the United Nations Security Council, 23rd January 1957",empirical,"India's position on the Kashmir dispute presented to the UN Security Council, asserting India's rightful acceptance of Kashmir's accession and contextualizing the issue within the broader history of partition and Indo-Pakistani relations.",Kashmir accession and territorial dispute; Partition of India and Pakistan; International peace and security; Indo-Pakistani relations and cooperation; UN Security Council jurisdiction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_690b1035077e,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/ind29.pdf,.pdf,401160,ind29.pdf|401160,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0221,backlog,False,Social Science Theories and Geography,introduction_unipolarity.pdf,"Unipolarity, State Behavior, and Systemic Consequences",theory,American unipolarity in the post-Cold War international system fundamentally reshapes state behavior and global order through distinctive distributions of material power and constraints on force versus consent.,unipolarity; balance of power; state capabilities; systemic structure; power projection; international institutions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_df1029627edc,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/introduction_unipolarity.pdf,.pdf,875051,introduction_unipolarity.pdf|875051,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0222,backlog,False,Social Science Theories and Geography,jm_005_0010.pdf,The Colonial Origins of Territorial Disputes in South Asia,empirical,"South Asian territorial disputes are intractable primarily because colonialism imposed modern Western notions of fixed territory and boundaries on pre-modern states through partitions that ignored socio-cultural complexities, and these disputes have intensified since decolonization without an overarching authority to suppress them.",colonial origins of borders; territory and boundary concepts; decolonization and state formation; regional territorial conflicts; colonial modernity and indigenous traditions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_61093cf3f0b4,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/jm_005_0010.pdf,.pdf,162121,jm_005_0010.pdf|162121,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0223,backlog,False,Social Science Theories and Geography,nations_nationalism_iron_law_nationalism.pdf,"An iron law of nationalism and federation? A (neo-Diceyian) theory of the necessity of a federal Staatsvolk, and of consociational rescue",theory,"Federal states require a shared national identity (Staatsvolk) among their constituent peoples, and consociational mechanisms may rescue federations lacking this foundational condition.",federal Staatsvolk; consociationalism; ethnic nationalism; federation theory; civic nationality,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_4c395e2c8d65,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/nations_nationalism_iron_law_nationalism.pdf,.pdf,308154,nations_nationalism_iron_law_nationalism.pdf|308154,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0224,backlog,False,Social Science Theories and Geography,nye1.pdf,Independence and Interdependence,theory,"American foreign policy faces a false choice between isolationism and interdependence; the actual strategic question concerns the types, degrees, and directions of involvement with other nations in the post-Vietnam era.",isolationism myth; interdependence; cyclical foreign policy; economic dependence; military security,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_529fed88037a,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/nye1.pdf,.pdf,868828,nye1.pdf|868828,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0225,backlog,False,Social Science Theories and Geography,phadnis_ganguli.pdf,"Ethnic Dynamics of Autonomist and Secessionist Demands: Ethnicity, Autonomy and Secession in South Asia",empirical,"Ethnic mobilization for autonomy and secession in South Asian states operates through varied historical, socio-political, and economic contexts, with the Bengali case demonstrating how socio-economic grievances and internal colonialism, rather than ethnicity alone, drove secessionist movements.",ethnic mobilization; autonomism and secessionism; internal colonialism; historical antecedents; relative deprivation; regional identity formation,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_4d83d51dbf8d,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/phadnis_ganguli.pdf,.pdf,503490,phadnis_ganguli.pdf|503490,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0226,backlog,False,Social Science Theories and Geography,ratzel_and_demography.pdf,Ratzel and Demography,mixed,"Friedrich Ratzel examines the religious, cultural, and demographic characteristics of non-Western peoples, arguing against evolutionary degradation narratives and proposing instead that cultural differences reflect distinct developmental trajectories and external contact patterns.",ethnography and religious evolution; diffusionism of cultural traits; people evaluation and internal-external functions; nature-oriented peoples; cultural transmission and decline,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_91e4a2be91b4,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/ratzel_and_demography.pdf,.pdf,191699,ratzel_and_demography.pdf|191699,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0227,backlog,False,Social Science Theories and Geography,smith2.pdf,Ethno-symbolism,theory,"Nations possess deep historical and cultural roots traceable to pre-modern periods, challenging modernist theories that treat nationalism as purely an eighteenth-century ideology.",ethno-symbolism; national sentiment versus nationalism; objectivism and subjectivism in nation formation; cultural and linguistic bases of nations; antiquity of nations debate,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0c21376d2aa0,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/smith2.pdf,.pdf,133830,smith2.pdf|133830,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0228,backlog,False,Social Science Theories and Geography,spn_ch2_3_4.pdf,Traveling with Gramsci: The Spatiality of Passive Revolution,theory,"Gramsci's theory of passive revolution reveals the actual spatiality of uneven state formation and hegemonic power, not merely as metaphor but as constitutive of spatial social relations and practices.",passive revolution; spatial differentiation; uneven development; hegemony; state power; historic bloc,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_96ca38921fdc,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/spn_ch2_3_4.pdf,.pdf,257299,spn_ch2_3_4.pdf|257299,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0229,backlog,False,Social Science Theories and Geography,tas_methodological_structuralism.pdf,"Beyond the antinomies of structure: Lévi-Strauss, Giddens, Bourdieu, and Sewell",theory,"The notion of structure in social theory is best understood through Lévi-Strauss' methodological structuralism rather than the ontological reconceptualizations of Giddens and Sewell, which introduce conceptual difficulties and weaken structuralist analysis.",methodological structuralism; ontological structuration; social structure; duality of structure; structuralist methodology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_866e60c18001,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/tas_methodological_structuralism.pdf,.pdf,563274,tas_methodological_structuralism.pdf|563274,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0230,backlog,False,Social Science Theories and Geography,why_islamism_is_winning.pdf,Why Islamism Is Winning,theory,"Islamist parties are succeeding in post-Arab Spring elections not because of extremism but because they provide a coherent ideological framework and political program that resonates with diverse populations experiencing economic grievance and state failure, paralleling how liberalism unified disparate European movements in the 19th century.",ideological diffusion across societies; revolutionary waves and contagion; post-authoritarian political realignment; grievance aggregation around shared ideology; transnational networks of dissent,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_22bf7fca7032,SOURCE_ARCHIVE/PDFOPEDIA/Social Science Theories and Geography/why_islamism_is_winning.pdf,.pdf,63625,why_islamism_is_winning.pdf|63625,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0231,backlog,False,Advaita Vedanta and International Relations,Advait-Vedanta-for-Beginners.pdf,Advaita Vedanta: A Presentation for Beginners,theory,"Advaita Vedanta teaches that the individual self (Atma) is identical with Brahman, the ultimate non-dual reality, and liberation is the direct knowledge of this identity, not an event but self-recognition.",Non-dualism (Advaita); Brahman and Atma identity; Maya and orders of reality; Knowledge as sole means of liberation; Jivanmukti and Videha mukti,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_dcb59d4240a9,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/Advait-Vedanta-for-Beginners.pdf,.pdf,361228,advait-vedanta-for-beginners.pdf|361228,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0232,backlog,False,Advaita Vedanta and International Relations,"Practical Exam Format May, 2020.pdf",Practical Exam Format May 2020,empirical,UNCLEAR,,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f86007c27d95,"SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/Practical Exam Format May, 2020.pdf",.pdf,48115,"practical exam format may, 2020.pdf|48115",1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0233,backlog,False,Advaita Vedanta and International Relations,"Sarah Baartman, at rest at last - SouthAfrica.info.pdf","Sarah Baartman, at Rest at Last",empirical,"The historical exploitation and repatriation of Sarah Baartman, a Khoisan woman displayed as a racial and scientific curiosity in 19th-century Europe, illustrates the violent intersection of colonialism, racism, and the objectification of Black women's bodies.",colonial exploitation; scientific racism; racial othering; bodily commodification; repatriation and dignity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_7b99f396e0ef,"SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/Sarah Baartman, at rest at last - SouthAfrica.info.pdf",.pdf,80564,"sarah baartman, at rest at last - southafrica.info.pdf|80564",1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0234,backlog,False,Advaita Vedanta and International Relations,The_Colombo_Plan_for_Cooperative_Economi.pdf,The Colombo Plan for Cooperative Economic Development in South and Southeast Asia: Seventh Annual Report,empirical,"The Colombo Plan is a multilateral framework for coordinated economic development and technical cooperation among Commonwealth and regional countries in South and Southeast Asia, with progress reviewed annually by the Consultative Committee.",international cooperative development; technical cooperation scheme; regional economic assistance; multilateral coordination; development programs,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_65f0530a7309,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/The_Colombo_Plan_for_Cooperative_Economi.pdf,.pdf,7478778,the_colombo_plan_for_cooperative_economi.pdf|7478778,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0235,backlog,False,Advaita Vedanta and International Relations,Zabul_Residents_Promise_to_Ban_Poppy_for_Work.pdf,Zabul Residents Promise to Ban Poppy for Work,empirical,"Residents of Zabul province pledge to eliminate poppy cultivation in exchange for government provision of employment opportunities, particularly for youth.",poppy eradication; alternative livelihoods; drug policy; provincial governance; youth employment,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_68850afa91b3,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/Zabul_Residents_Promise_to_Ban_Poppy_for_Work.pdf,.pdf,3423,zabul_residents_promise_to_ban_poppy_for_work.pdf|3423,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0236,backlog,False,Advaita Vedanta and International Relations,_We_have_to_go_Afghans_ready_to_flee_country_as_foreign_troop.pdf,We have to go: Afghans ready to flee country as foreign troops withdraw,empirical,"As American military withdrawal from Afghanistan approaches in 2014, a mass exodus of Afghan citizens fleeing economic collapse, political instability, and security threats is accelerating, driven by loss of international support and prospects for Taliban return.",post-conflict migration; economic dependency on foreign aid; security vacuum and state collapse; refugee displacement cycles; brain drain and capital flight,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_959e58065941,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/_We_have_to_go_Afghans_ready_to_flee_country_as_foreign_troop.pdf,.pdf,6018,_we_have_to_go_afghans_ready_to_flee_country_as_foreign_troop.pdf|6018,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0237,backlog,False,Advaita Vedanta and International Relations,abiword_job__2_job_287.pdf,Advaita Vedanta and International Relations,mixed,UNCLEAR,Advaita Vedanta; non-dualism; international relations theory; philosophical foundations; statecraft,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0225fa3f2c1a,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/abiword_job__2_job_287.pdf,.pdf,80940,abiword_job__2_job_287.pdf|80940,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0238,backlog,False,Advaita Vedanta and International Relations,capitalcritiqueo02marx_bw.pdf,"Capital: A Critique of Political Economy, Volume III",theory,"The capitalist mode of production exhibits systematic internal contradictions, particularly in the tendency of the rate of profit to fall, which emerges from the transformation of surplus-value into average profit and the dynamics of competition.",surplus-value and profit transformation; rate of profit and its counteracting causes; falling tendency of profit rates; competition and average profit formation; merchant and financial capital; interest-bearing capital and credit,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0edbeb2d19e8,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/capitalcritiqueo02marx_bw.pdf,.pdf,45063720,capitalcritiqueo02marx_bw.pdf|45063720,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0239,backlog,False,Advaita Vedanta and International Relations,cu31924013841154.pdf,Imperialism and World Economy,theory,"Imperialism emerges as a necessary stage of capitalist development driven by the internationalization of capital, overproduction, and competition for markets, raw materials, and investment spheres within an integrated world economy.",World economy and internationalization of capital; Imperialism and capitalist expansion; Finance capital and monopoly organizations; Colonial division of markets and raw materials; Capital export and overproduction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_805ee9e6651a,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/cu31924013841154.pdf,.pdf,4323939,cu31924013841154.pdf|4323939,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0240,backlog,False,Advaita Vedanta and International Relations,differentialcalc031624mbp.pdf,Differential Calculus,method,"A rigorous but pedagogically accessible treatment of differential calculus for undergraduate students, emphasizing conceptual understanding over formula manipulation.",real numbers; limits and continuity; derivatives; curve tracing; geometrical applications,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_2f95e5d477b2,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/differentialcalc031624mbp.pdf,.pdf,16920479,differentialcalc031624mbp.pdf|16920479,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0241,backlog,False,Advaita Vedanta and International Relations,realanalysis contents berberian.pdf,Fundamentals of Real Analysis,method,"A systematic treatment of the foundational concepts and techniques of real analysis, including measure theory, metric spaces, and functional analysis.",real numbers; measure theory; metric spaces; functional analysis; topology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_5806ae0ec5b3,SOURCE_ARCHIVE/PDFOPEDIA/Advaita Vedanta and International Relations/realanalysis contents berberian.pdf,.pdf,1483891,realanalysis contents berberian.pdf|1483891,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0242,backlog,False,Classical Political Philosophy,An Archaeological History of Indian Buddhism.pdf,An Archaeological History of Indian Buddhism,empirical,"Material evidence from archaeological sites reveals the evolution of Buddhist institutions, practices, and social relationships across Indian history from the Buddha through the medieval period.",Buddhist archaeology; monastic institutions; lay Buddhism; material culture; religious syncretism; Mahayana Buddhism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_075ad3053244,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/An Archaeological History of Indian Buddhism.pdf,.pdf,8086406,an archaeological history of indian buddhism.pdf|8086406,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0243,backlog,False,Classical Political Philosophy,Economic Geography The Integration of Regions and Nations.pdf,Economic Geography: The Integration of Regions and Nations,theory,"Economic geography explains how spatial patterns of production, trade, and agglomeration emerge from the interplay of increasing returns, transport costs, and market size, with implications for regional disparities and integration.",agglomeration; core-periphery structure; increasing returns; trade costs; spatial competition; monopolistic competition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_c4bdfcd88af3,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Economic Geography The Integration of Regions and Nations.pdf,.pdf,9984698,economic geography the integration of regions and nations.pdf|9984698,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0244,backlog,False,Classical Political Philosophy,Locked in Place State-Building and Late Industrialization in India by Vivek Chibber.pdf,Locked in Place: State-Building and Late Industrialization in India,empirical,"India's post-colonial state failed to establish developmental capacity because domestic capital successfully constrained state autonomy, contrasting sharply with South Korea's successful developmental state model.",developmental state; late industrialization; state capacity and autonomy; import-substitution industrialization; business-state relations; institutional design,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_352387080865,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Locked in Place State-Building and Late Industrialization in India by Vivek Chibber.pdf,.pdf,2272823,locked in place state-building and late industrialization in india by vivek chibber.pdf|2272823,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0245,backlog,False,Classical Political Philosophy,Locked in Place State-Building and Late Industrialization in India.pdf,Locked in Place: State-Building and Late Industrialization in India,empirical,"India failed to establish a developmental state capable of disciplining capital and enforcing industrial policy, unlike Korea, because the postcolonial Indian state was constrained by business opposition and labor demobilization that prevented the autonomous state capacity required for effective late industrialization.",developmental state; state capacity and autonomy; import-substitution industrialization; capital discipline; late development; institutional analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_5f042d5c0596,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Locked in Place State-Building and Late Industrialization in India.pdf,.pdf,2272823,locked in place state-building and late industrialization in india.pdf|2272823,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0246,backlog,False,Classical Political Philosophy,Money and government_ the past and future of economics.pdf,Money and Government: The Past and Future of Economics,mixed,"Mainstream economics has failed to properly integrate money and government into its theoretical framework, and understanding the historical development of monetary thought is essential to correcting contemporary macroeconomic policy.",quantity theory of money; fiscal versus monetary policy; gold standard; Keynesianism and monetarism; macroeconomic theory; state finance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_a961bbdc8edb,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Money and government_ the past and future of economics.pdf,.pdf,6310735,money and government_ the past and future of economics.pdf|6310735,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0247,backlog,False,Classical Political Philosophy,No One_s World The West the Rising Rest and the Coming Global Turn.pdf,"No One's World: The West, the Rising Rest, and the Coming Global Turn",theory,"Western global dominance is declining as power becomes more widely distributed among rising non-Western states, ushering in a multipolar international system.",Western primacy and decline; Power distribution and multipolarity; Rise of non-Western powers; Liberal democracy and capitalism as Western models; Global order transition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_20bbc496d095,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/No One_s World The West the Rising Rest and the Coming Global Turn.pdf,.pdf,1467229,no one_s world the west the rising rest and the coming global turn.pdf|1467229,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0248,backlog,False,Classical Political Philosophy,The Civic Conversations of Thucydides and Plato the Limits of Democracy.pdf,The Civic Conversations of Thucydides and Plato: Classical Political Philosophy and the Limits of Democracy,theory,"Classical texts by Thucydides and Plato reveal fundamental constraints on democratic theory and practice by examining how civic deliberation, rational choice, cultural justice, and relationships between citizens expose democracy's inherent limitations.",civic deliberation; rational choice theory; democratic limits; classical political philosophy; cultural justice; political trust,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_75bc55829002,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/The Civic Conversations of Thucydides and Plato the Limits of Democracy.pdf,.pdf,1038737,the civic conversations of thucydides and plato the limits of democracy.pdf|1038737,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0249,backlog,False,Classical Political Philosophy,The Moment of Psycho How Alfred Hitchcock Taught America to Love Murder David Thomson.pdf,The Moment of Psycho: How Alfred Hitchcock Taught America to Love Murder,empirical,"Alfred Hitchcock's 1960 film Psycho marked a cultural inflection point where the director's personal creative crisis mirrored and catalyzed America's shifting desires around sex, violence, and horror, permanently altering cinema and the nation's consciousness.",directorial authorship in film; cultural impact of cinema; violence and sexuality in media; American domesticity and transgression; the role of suspense and shock,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_aaba1cdbd883,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/The Moment of Psycho How Alfred Hitchcock Taught America to Love Murder David Thomson.pdf,.pdf,1073236,the moment of psycho how alfred hitchcock taught america to love murder david thomson.pdf|1073236,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0250,backlog,False,Classical Political Philosophy,To Lead the Free World American Nationalism and the Cultural Roots of the Cold War.pdf,To Lead the Free World: American Nationalism and the Cultural Roots of the Cold War,mixed,"American Cold War foreign policy consensus was shaped by nationalist discourse in public culture, constructed through the interplay of government rhetoric, mass media, African American voices, and labor movements between 1945 and 1950.","public discourse and nationalism; Cold War consensus formation; cultural history methodology; imagined communities; race, class, and foreign policy",provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_ae6d5b7d8d16,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/To Lead the Free World American Nationalism and the Cultural Roots of the Cold War.pdf,.pdf,6680199,to lead the free world american nationalism and the cultural roots of the cold war.pdf|6680199,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0251,backlog,False,Classical Political Philosophy,Toward a Sociological Theory of Information.pdf,Toward a Sociological Theory of Information,theory,Information is constituted through situated social processes and cannot be understood apart from the social contexts and communicative work that generate it.,situated social processes; communicative work; organizational behavior; information conditioning factors; social organization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_d1e2afd24791,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Toward a Sociological Theory of Information.pdf,.pdf,3427124,toward a sociological theory of information.pdf|3427124,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0252,backlog,False,Classical Political Philosophy,Transnational Gas Markets and Euro-Russian Energy Relations.pdf,Transnational Gas Markets and Euro-Russian Energy Relations,empirical,Examines the political economy of natural gas trade between Europe and Russia within the context of transnational market structures and energy security dynamics.,transnational gas markets; energy security; Euro-Russian relations; hydrocarbon governance; political economy of energy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_dd92cc3f5ce7,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Transnational Gas Markets and Euro-Russian Energy Relations.pdf,.pdf,959671,transnational gas markets and euro-russian energy relations.pdf|959671,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0253,backlog,False,Classical Political Philosophy,Wahhabi Islam From Revival and Reform to Global Jihad by Natana J  Delong-Bas.pdf,Wahhabi Islam: From Revival and Reform to Global Jihad,mixed,A historical and intellectual analysis of Wahhabi Islamic thought from its eighteenth-century origins under Muhammad ibn Abd al-Wahhab through its contemporary manifestations in global political Islam and jihadi movements.,Islamic revival and reform; Wahhabi theology and doctrine; Islamic law and jurisprudence; Jihad and political Islam; Ibn Abd al-Wahhab's intellectual legacy; Contemporary Islamic activism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_7c8401b595ef,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Wahhabi Islam From Revival and Reform to Global Jihad by Natana J  Delong-Bas.pdf,.pdf,2372656,wahhabi islam from revival and reform to global jihad by natana j  delong-bas.pdf|2372656,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0254,backlog,False,Classical Political Philosophy,Wahhabi Islam From Revival and Reform to Global Jihad.pdf,Wahhabi Islam: From Revival and Reform to Global Jihad,mixed,A historical and intellectual examination of Muhammad ibn Abd al-Wahhab's eighteenth-century Islamic reform movement and its evolution into contemporary manifestations of political Islam and global jihad.,Islamic reform and revival; Wahhabi theology and doctrine; Islamic law and jurisprudence; Gender and women in Islam; Political Islam and jihad; Hanbali legal tradition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_ce6bd50a31c0,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/Wahhabi Islam From Revival and Reform to Global Jihad.pdf,.pdf,2372656,wahhabi islam from revival and reform to global jihad.pdf|2372656,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0255,backlog,False,Classical Political Philosophy,War by Other Means _ Geoeconomics and Statecraft_blackwill_harris.pdf,War by Other Means: Geoeconomics and Statecraft,mixed,"Economic instruments have become central tools of statecraft and international competition, functioning as an alternative to traditional military conflict in the pursuit of national interests.",geoeconomics; economic sanctions; statecraft; geopolitics; international economic relations; grand strategy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_dfa0b28b5518,SOURCE_ARCHIVE/BOOKLIBRANDOM/Classical Political Philosophy/War by Other Means _ Geoeconomics and Statecraft_blackwill_harris.pdf,.pdf,8592116,war by other means _ geoeconomics and statecraft_blackwill_harris.pdf|8592116,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
